AppID,Name,Release date,Estimated owners,Price,Metacritic score,User score,Positive,Negative,Score rank,Recommendations,Average playtime forever,Median playtime forever,Developers,Publishers,Categories,Genres,Tags
Dread Hunger,"Jan 26, 2022",1000000 - 2000000,28085,0,0,0,21394,13558,,31929,5916,1886,Dread Hunger Team,Digital Confectioners,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Cloud,Valve Anti-Cheat enabled","Action,Adventure,Indie","Multiplayer,Survival,Social Deduction,Online Co-Op,Co-op,Horror,Psychological,PvP,Team-Based,Gore,Indie,Funny,Strategy,Action,Difficult,First-Person,Dark,Blood,Adventure,Atmospheric"
Hollow Knight,"Feb 24, 2017",5000000 - 10000000,7635,0,87,0,232778,6892,,212301,1795,554,Team Cherry,Team Cherry,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure,Indie","Metroidvania,Souls-like,Platformer,Great Soundtrack,Difficult,2D,Indie,Atmospheric,Exploration,Singleplayer,Adventure,Story Rich,Hand-drawn,Action,Dark Fantasy,Multiple Endings,Open World,Cute,Controller,Side Scroller"
ANIMAL WELL,"May 9, 2024",50000 - 100000,7461,0,91,0,2679,90,,3854,0,0,Billy Basso,Bigmode,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Adventure,Indie","Exploration,Metroidvania,Puzzle,Puzzle-Platformer,Platformer,Adventure,Horror,Action,Mystery,2D,Pixel Graphics,Relaxing,Atmospheric,Cute,Surreal,Nonlinear,Controller,Retro,Singleplayer,Indie"
Nine Sols,"May 28, 2024",0 - 20000,5795,0,0,0,1253,137,,1506,0,0,RedCandleGames,RedCandleGames,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Adventure,Indie","Action,Souls-like,Metroidvania,Difficult,Platformer,Hand-drawn,2D,Adventure,Atmospheric,Dark Fantasy,Cats,Sci-fi,Mythology,Gore,Story Rich,Indie,Singleplayer,Martial Arts,Action-Adventure,Comic Book"
Scorn,"Oct 14, 2022",100000 - 200000,4688,0,0,0,2867,1214,,3414,164,164,Ebb Software,Kepler Interactive,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Adventure,Indie","Horror,Gore,Atmospheric,Puzzle,First-Person,Adventure,Dark,Indie,Violent,Nudity,Lovecraftian,Psychological Horror,Sci-fi,Surreal,Action,FPS,Singleplayer,Survival Horror,Sexual Content,Shooter"
Blasphemous 2,"Aug 24, 2023",100000 - 200000,3740,0,83,0,2390,163,,2225,827,999,The Game Kitchen,Team17,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure,Indie","Adventure,Combat,Metroidvania,Souls-like,Side Scroller,2D Platformer,Hack and Slash,Difficult,Unforgiving,Platformer,Action RPG,2D,Action-Adventure,Lore-Rich,Horror,Story Rich,Nonlinear,Multiple Endings,Action,Pixel Graphics"
Five Nights at Freddy's: Into the Pit,"Aug 7, 2024",50000 - 100000,3167,0,0,0,2562,92,,3514,0,0,Mega Cat Studios,Mega Cat Studios,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats,Remote Play on TV,Family Sharing","Action,Adventure,Indie","Horror,Adventure,Pixel Graphics,Action,Point & Click,2D,Exploration,1980s,Singleplayer,Indie,Side Scroller,Multiple Endings,Atmospheric,Dark,1990's,Action-Adventure,Survival Horror,Story Rich,Psychological Horror,Robots"
Choo-Choo Charles,"Dec 9, 2022",50000 - 100000,2816,0,0,0,2696,252,,3378,247,247,Two Star Games,Two Star Games,"Single-player,Steam Achievements,Partial Controller Support","Action,Adventure,Indie","Survival Horror,Open World,Horror,First-Person,Shooter,Dark,Action-Adventure,3D,FPS,Adventure,Trains,Singleplayer,Atmospheric,Choices Matter,Hand-drawn,Psychological Horror,Indie,Action,Thriller,Supernatural"
PANICORE,"May 31, 2024",0 - 20000,1700,0,0,0,201,50,,316,0,0,ZTEK Studio,ZTEK Studio,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Cloud,Family Sharing","Action,Adventure,Indie","Horror,Online Co-Op,Psychological Horror,Action Roguelike,PvE,First-Person,Multiplayer,Singleplayer,Action-Adventure,Rogue-lite,Stealth,Action,Casual,Atmospheric,Psychological,Co-op,Dark,Adventure,Survival,Indie"
Poppy Playtime,"Oct 12, 2021",2000000 - 5000000,1688,0,0,0,30556,9015,,25129,147,70,MOB Games,MOB Games,Single-player,"Action,Adventure,Indie","Horror,Singleplayer,Puzzle,First-Person,Survival Horror,Dark,Mystery,Indie,Survival,Psychological Horror,Multiplayer,Lore-Rich,1980s,Thriller,Atmospheric,Adventure,Action,Free to Play,Cartoony,Action-Adventure"
Bomb Rush Cyberfunk,"Aug 18, 2023",100000 - 200000,1652,0,0,0,5570,103,,5375,229,357,Team Reptile,Team Reptile,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure,Indie","Action,3D Platformer,Adventure,Stylized,3D,Colorful,Parkour,Cartoon,Cyberpunk,Futuristic,Anime,Walking Simulator,Jet,Great Soundtrack,Relaxing,Transhumanism,Singleplayer,Indie,Score Attack,Linear"
Afterimage,"Apr 24, 2023",20000 - 50000,1597,0,0,0,700,218,,854,54,54,Aurogon Shanghai,Modus Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie","Metroidvania,Side Scroller,Exploration,2D Platformer,Anime,Hack and Slash,Souls-like,Difficult,Action RPG,Platformer,Action-Adventure,Female Protagonist,RPG,2D,Cute,Lore-Rich,Open World,Story Rich,Choices Matter,Multiple Endings"
Kena: Bridge of Spirits,"Sep 26, 2022",20000 - 50000,1558,0,83,0,726,68,,926,85,85,Ember Lab,Ember Lab,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure,Indie","Action,Adventure,Action-Adventure,3D Platformer,Exploration,Souls-like,3D,Cinematic,Third Person,Atmospheric,Fantasy,Magic,Nature,Combat,Female Protagonist,Controller,Story Rich,Singleplayer,Mystery,Indie"
Amnesia: The Bunker,"Jun 6, 2023",50000 - 100000,1263,0,0,0,1368,141,,1662,0,0,Frictional Games,Frictional Games,"Single-player,Steam Achievements,Full controller support,Steam Workshop,Remote Play Together","Action,Adventure,Indie","Horror,Resource Management,Survival,FPS,Difficult,Violent,Survival Horror,Singleplayer,Gore,Adventure,Mystery,Action,World War I,Realistic,Inventory Management,Dark,Nonlinear,Stealth,First-Person,Open World"
Enter the Gungeon,"Apr 5, 2016",2000000 - 5000000,1253,0,84,0,64585,2620,,60052,1815,547,Dodge Roll,Devolver Digital,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Adventure,Indie","Bullet Hell,Action Roguelike,Rogue-like,Pixel Graphics,Difficult,Dungeon Crawler,Indie,Local Co-Op,Twin Stick Shooter,Action,2D,Multiplayer,Co-op,Rogue-lite,Top-Down,Singleplayer,Shooter,Loot,Cute,Funny"
Momodora: Moonlit Farewell,"Jan 11, 2024",0 - 20000,1224,0,0,0,471,42,,676,0,0,Bombservice,PLAYISM,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie","Adventure,Action,Metroidvania,Action-Adventure,Platformer,Pixel Graphics,Exploration,2D,Fantasy,Combat,Retro,Singleplayer,Female Protagonist,2D Platformer,Magic,Indie,Sexual Content,Nudity,Anime"
Celeste,"Jan 25, 2018",1000000 - 2000000,1191,0,88,0,54974,1253,,51338,1105,394,"Extremely OK Games, Ltd.",Matt Makes Games Inc.,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure,Indie","Precision Platformer,Difficult,Pixel Graphics,Great Soundtrack,Platformer,Indie,2D Platformer,Female Protagonist,2D,Singleplayer,Story Rich,Adventure,Cute,Puzzle-Platformer,Action,Atmospheric,LGBTQ+,Retro,Side Scroller,Exploration"
Wings of Seduction: Bust 'em out!,"Jul 19, 2024",0 - 20000,1115,0,0,0,0,0,,121,0,0,Ramen Cat Studio,"Hide Games,PlayMeow,Ramen Cat Studio","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Adventure,Indie",
Black Mesa,"Mar 6, 2020",2000000 - 5000000,1004,0,84,0,80256,3770,,77838,829,582,Crowbar Collective,Crowbar Collective,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor,Includes Source SDK,Remote Play on Phone,Remote Play on Tablet","Action,Adventure,Indie","FPS,Remake,Action,Sci-fi,First-Person,Singleplayer,Shooter,Classic,Atmospheric,Story Rich,Great Soundtrack,Adventure,Aliens,Zombies,Horror,Multiplayer,Indie,Early Access,Mod,Co-op"
Enigma of Fear,"Nov 28, 2024",200000 - 500000,832,0,0,0,6382,254,,1536,465,463,"Dumativa,Cellbit","Dumativa,Nuuvem Inc","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Action,Adventure,Indie","Mystery,Investigation,Supernatural,Detective,Pixel Graphics,Survival Horror,Puzzle,2D,Female Protagonist,Dog,Open World,Story Rich,Exploration,Multiple Endings,Psychological Horror,Hand-drawn,Isometric,Combat,Time Travel,Music-Based Procedural Generation"
Neon White,"Jun 16, 2022",100000 - 200000,794,0,89,0,5091,83,,4669,1651,2085,Angel Matrix,Annapurna Interactive,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Action,Adventure,Indie","Action,Platformer,Adventure,FPS,Parkour,3D Platformer,Shooter,Great Soundtrack,Anime,Dating Sim,Precision Platformer,Singleplayer,Indie,3D,Visual Novel,First-Person,Stylized,Story Rich,Mystery,Fast-Paced"
Blasphemous,"Sep 10, 2019",500000 - 1000000,709,0,77,0,21561,2329,,18790,690,234,The Game Kitchen,Team17,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure,Indie","Metroidvania,Souls-like,Pixel Graphics,Gore,Violent,Dark Fantasy,2D,Action,Indie,Platformer,Difficult,Adventure,Blood,Horror,Singleplayer,Gothic,Lore-Rich,Great Soundtrack,Nudity,Side Scroller"
Deliver Us Mars,"Feb 2, 2023",100000 - 200000,703,0,0,0,295,101,,368,0,0,KeokeN Interactive,Frontier Foundry,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie","Story Rich,Mars,Sci-fi,Female Protagonist,Singleplayer,Puzzle-Platformer,Realistic,Space,Action-Adventure,Cinematic,Platformer,Robots,Third Person,Action,First-Person,Atmospheric,Post-apocalyptic,Linear,Thriller,Emotional"
My Friendly Neighborhood,"Jul 18, 2023",20000 - 50000,650,0,0,0,578,19,,609,0,0,"John Szymanski,Evan Szymanski",DreadXP,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure,Indie","Singleplayer,Survival Horror,Horror,Resource Management,Funny,Puzzle,Exploration,Survival,FPS,First-Person,Shooter,Adventure,Choices Matter,Story Rich,Lore-Rich,Atmospheric,Multiple Endings,Action,Action-Adventure,3D"
A Way Out,"Jun 18, 2020",1000000 - 2000000,620,0,78,0,32094,4188,,21885,597,362,Hazelight,Electronic Arts,"Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Adventure,Indie","Co-op,Online Co-Op,Split Screen,Story Rich,Local Co-Op,Action-Adventure,Action,Adventure,Third Person,Crime,Multiplayer,Emotional,Conversation,Atmospheric,Nudity,Cinematic,Sexual Content,Violent,Singleplayer,Indie"
Freedom Planet 2,"Sep 13, 2022",20000 - 50000,611,0,0,0,384,14,,398,0,0,GalaxyTrail,GalaxyTrail,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Adventure,Indie","Platformer,Side Scroller,Action-Adventure,Female Protagonist,Pixel Graphics,Colorful,Sci-fi,Adventure,Anime,Action,Indie,Puzzle-Platformer,Old School,Retro,1990's,Difficult,Arcade,2D,Cute,Story Rich"
POSTAL 2,"Nov 2, 2012",5000000 - 10000000,576,0,59,0,69258,2762,,61277,437,205,Running With Scissors,Running With Scissors,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Action,Adventure,Indie","Open World,Violent,First-Person,Mature,Dark Humor,Comedy,Funny,Sandbox,Third Person,Moddable,Gore,FPS,Action,Dark Comedy,Singleplayer,Shooter,Classic,Multiplayer,Adventure,Satire"
Five Nights at Freddy's: Security Breach,"Dec 16, 2021",500000 - 1000000,443,0,0,0,31336,6049,,34958,958,1102,Steel Wool Studios,ScottGames,"Single-player,Steam Achievements,Full controller support","Action,Adventure,Indie","Horror,Survival Horror,Singleplayer,Robots,Stealth,Exploration,Multiple Endings,First-Person,3D,Action,Indie,Adventure,Artificial Intelligence,Story Rich,Thriller,Action-Adventure,Colorful,Family Friendly,Cartoony,Hentai"
Stray,"Jul 19, 2022",1000000 - 2000000,36912,0,0,0,39381,912,,40037,297,229,BlueTwelve Studio,Annapurna Interactive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV","Adventure,Indie","Cats,Adventure,Cyberpunk,Cute,Atmospheric,Third Person,Exploration,Robots,Singleplayer,Sci-fi,Horror,Beautiful,Puzzle,Indie,Dystopian,Mystery,Open World,Stealth,Colorful,Action"
A Game About Digging A Hole,"Feb 7, 2025",0 - 20000,6744,0,0,0,1818,168,,2525,45,45,Cyberwave,"rokaplay Bou·tique,Drillhounds","Single-player,Steam Achievements,Full controller support,Family Sharing","Adventure,Indie","Voxel,Exploration,Sandbox,Procedural Generation,Mining,Crafting,Simulation,Economy,Adventure,Horror,Atmospheric,Mystery,Underground,First-Person,3D,Colorful,Casual,Loot,Singleplayer,Physics"
The Past Within,"Nov 2, 2022",50000 - 100000,6613,0,0,0,1657,135,,1897,144,144,Rusty Lake,Rusty Lake,"Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Cloud","Adventure,Indie","Mystery,Co-op,Online Co-Op,Asynchronous Multiplayer,Local Multiplayer,Indie,Local Co-Op,Multiplayer,Adventure,Horror,Puzzle,Point & Click,Escape Room,Story Rich,Atmospheric,Psychological Horror,2D,Thriller,Surreal,3D"
ASTRONEER,"Feb 5, 2019",2000000 - 5000000,5046,0,0,0,86586,8142,,81595,2171,911,System Era Softworks,System Era Softworks,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Remote Play on Tablet,Remote Play on TV","Adventure,Indie","Multiplayer,Open World,Open World Survival Craft,Space,Survival,Exploration,Base-Building,Co-op,Sandbox,Adventure,Building,Crafting,Sci-fi,Singleplayer,Colorful,Third Person,Automation,Simulation,Atmospheric,Indie"
Subnautica,"Jan 23, 2018",2000000 - 5000000,3642,0,87,0,191795,7238,,181183,1927,1007,Unknown Worlds Entertainment,Unknown Worlds Entertainment,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,VR Support,Remote Play on TV","Adventure,Indie","Open World Survival Craft,Survival,Open World,Exploration,Underwater,Horror,Crafting,Base-Building,Singleplayer,Adventure,First-Person,Sci-fi,Sandbox,Aliens,Atmospheric,Survival Horror,Action,Multiplayer,Indie,Early Access"
FreshWomen - Season 1,"Aug 19, 2022",0 - 20000,3092,0,0,0,0,0,,680,79,79,Oppai-Man,Oppai-Man,"Single-player,Steam Achievements,Captions available,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Adventure,Indie",
Darkness Ahead,"Nov 2, 2016",20000 - 50000,2470,0,0,0,31,17,,0,334,347,Useless Machines,SA Industry,"Single-player,Steam Trading Cards","Adventure,Indie","Indie,Adventure,Horror,First-Person,Walking Simulator,Puzzle,Story Rich,Exploration,Atmospheric,Singleplayer,Short,Dark,Mystery"
The Rise of the Golden Idol,"Nov 12, 2024",50000 - 100000,2278,10,0,0,729,63,,885,590,743,Color Gray Games,Playstack,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Adventure,Indie","Mystery,Investigation,Detective,Conspiracy,Adventure,2D,Puzzle,Atmospheric,Choices Matter,Crime,Dark,Exploration,Historical,Interactive Fiction,Narrative,Pixel Graphics,Point & Click,Singleplayer,Story Rich,Thriller"
Subnautica: Below Zero,"May 13, 2021",1000000 - 2000000,1486,0,0,0,61536,5857,,62320,1588,1311,Unknown Worlds Entertainment,Unknown Worlds Entertainment,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available","Adventure,Indie","Open World Survival Craft,Survival,Underwater,Open World,Singleplayer,Exploration,Adventure,Base-Building,Horror,Crafting,First-Person,Survival Horror,Aliens,Sci-fi,Early Access,Story Rich,Atmospheric,Great Soundtrack,Multiplayer,Sandbox"
Lunar Mirror:The Pavilion of Desire,"Mar 4, 2023",20000 - 50000,963,0,0,0,432,22,,482,0,0,TUTGame,DSGame,Single-player,"Adventure,Indie","Sexual Content,Hentai,Mature,RPG,NSFW,Nudity,Exploration,2D,JRPG,Indie,Drama,Psychological Horror,Mystery,Story Rich,Singleplayer,Puzzle,Visual Novel,FPS,Adventure,World War II"
Black Sheep,"Dec 15, 2022",0 - 20000,773,0,0,0,0,0,,295,0,0,完蛋了的国王,Gamera Games,Single-player,"Adventure,Indie",
Taiji,"Sep 9, 2022",20000 - 50000,672,0,0,0,109,4,,145,0,0,Matthew VanDevander,Matthew VanDevander,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie","Puzzle,Nonlinear,Walking Simulator,Difficult,Adventure,Top-Down,Hidden Object,Exploration,Relaxing,Controller,Surreal,Open World,Pixel Graphics,Female Protagonist,Minimalist,Stylized,Logic,Mystery,Casual,Nature"
Hollow Cocoon,"Dec 6, 2023",50000 - 100000,652,0,0,0,125,19,,164,0,0,NAYUTA STUDIO,NAYUTA STUDIO,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie","Horror,Adventure,Psychological Horror,Dark,Survival Horror,Stealth,Multiple Endings,First-Person,Indie,Atmospheric,Story Rich,Realistic,Thriller,Walking Simulator,Singleplayer,Surreal,Exploration,Retro,1980s,Controller"
Viewfinder,"Jul 18, 2023",50000 - 100000,611,0,83,0,1136,94,,1288,0,0,Sad Owl Studios,Thunderful Publishing,"Single-player,Steam Achievements,Full controller support","Adventure,Indie","Puzzle-Platformer,First-Person,Puzzle,Singleplayer,Psychological,3D Platformer,Dark Humor,Surreal,Action-Adventure,Adventure,Physics,Atmospheric,Narration,Exploration,Colorful,Story Rich,Abstract,Platformer,Stylized,Retro"
Neva,"Oct 15, 2024",20000 - 50000,604,0,0,0,1264,60,,1526,0,0,Nomada Studio,Devolver Digital,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Indie","Adventure,Platformer,Puzzle,Atmospheric,2D Platformer,Walking Simulator,Emotional,2D,Colorful,Puzzle-Platformer,Indie,Female Protagonist,Nature,Anime,Singleplayer,Relaxing,Beautiful,Great Soundtrack"
OXENFREE II: Lost Signals,"Jul 12, 2023",100000 - 200000,566,0,0,0,301,23,,458,687,687,Night School Studio,Netflix,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie","Thriller,Supernatural,Adventure,Mystery,Story Rich,Exploration,Female Protagonist,Choose Your Own Adventure,Side Scroller,Interactive Fiction,Horror,Point & Click,Walking Simulator,Choices Matter,Narrative,Visual Novel,Multiple Endings,Dark Comedy,Singleplayer,Psychological Horror"
Isles of Sea and Sky,"May 22, 2024",100000 - 200000,560,0,0,0,138,7,,184,0,0,Cicada Games,"Cicada Games,Gamera Games","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Adventure,Indie","Pixel Graphics,Mythology,Puzzle,Lore-Rich,Adventure,Sokoban,Exploration,Cute,2D,Singleplayer,Multiple Endings,Nonlinear,Relaxing,Metroidvania,Casual,Colorful,Stylized,Collectathon,Strategy,Controller"
Mouthwashing,"Sep 26, 2024",50000 - 100000,519,0,0,0,3370,111,,3492,0,0,Wrong Organ,CRITICAL REFLEX,"Single-player,Steam Achievements,Full controller support,Family Sharing","Adventure,Indie","Psychological Horror,Atmospheric,Horror,Story Rich,Thriller,Retro,Psychological,Walking Simulator,Surreal,Dark,Exploration,Gore,Adventure,Mystery,Indie,Space,First-Person,Narrative,Singleplayer,Dark Humor"
Chants of Sennaar,"Sep 5, 2023",100000 - 200000,492,0,85,0,6484,82,,6125,641,975,Rundisc,Focus Entertainment,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie","Adventure,Puzzle,Singleplayer,Colorful,Indie,Action-Adventure,Puzzle-Platformer,Point & Click,Stylized,Great Soundtrack,Stealth,Mythology,Atmospheric,Word Game"
